,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,year,month,Day,Hour
369,Ryan Valente,Can't see people that liked me. Limited swipes. Super manipulative to purchase subscription.,1,1,5.361.0,2024-03-19 02:37:38,"We're always working to increase the number of genuine, quality connections for our users. Part of that means encouraging more intentional swiping. We incorporated a swipe limit to help our users get the results they’re hoping for. If you're in a rush to see more users though, you're always welcome to upgrade your account to Boost or Premium.",2024-03-19 03:02:34,5.361.0,2024,3,Tuesday,2
370,Arjun Prakash,Great but not getting reply from a women.,4,0,5.361.0,2024-03-19 01:04:59,"Sorry to hear you're having trouble connecting with your matches. Try sending a personalized, creative message or ask a question about something on their profile—that's sure to get the conversation started! You got this. 💛",2024-03-19 03:03:06,5.361.0,2024,3,Tuesday,1
371,Lyle Wolski,Can't get past the picture recognition. Set to support a I got I a scripted reply. Wow,1,1,,2024-03-19 00:34:58,Oh no! Our Support Team would be more than happy to help assist you with verifying your profile. Send us a quick message at bumble.com/contact or on Facebook or Twitter (@BumbleSupport) and we'll get you up and buzzin' in no time!,2024-03-19 03:03:34,,2024,3,Tuesday,0
372,Arihant Yadav,"The app itself is nice, and a good way to meet people. They do however advertise their paid features falsely, and their customer support is very poor.",2,1,5.361.0,2024-03-18 23:56:00,We'd be more than happy to take a second look into your original inquiry for you. Can you please reach out to our team at bumble.com/contact with a follow-up message so our team can look into this right away? We're here to help!,2024-03-19 03:09:05,5.361.0,2024,3,Monday,23
373,Tad,Sucks,1,1,5.361.0,2024-03-18 23:21:31,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-19 03:09:36,5.361.0,2024,3,Monday,23
374,Brian Sauer Jr,"I haven't been in the app in a couple days and it says I'm all out of swipes. Does this a lot and when it does let me swipe, I can only get about 10 swipes if I'm lucky...",3,2,5.362.0,2024-03-18 22:54:07,"We want to take a look at this. Please message us at @BumbleSupport on Twitter or Facebook. Or, you can contact us via bumble.com/contact.",2024-03-19 03:10:35,5.362.0,2024,3,Monday,22
375,Alejandro Moreno,the best option,5,0,5.361.0,2024-03-18 22:12:47,We appreciate your kind words. 🙌,2024-03-19 03:10:36,5.361.0,2024,3,Monday,22
376,Alexander Leecroft,Classic dating app with exceptional customer service.,5,0,5.361.0,2024-03-18 22:05:45,"Thanks for letting us know we’re on the right track. Our team is constantly working hard to improve Bumble for our members, so that means so much. We’ll make sure your positive feedback is heard by the rest of the team! 💛",2024-03-19 03:12:05,5.361.0,2024,3,Monday,22
377,Masdude VL,My Visa was charged multiple times for a premium account but my profile wasn't changed to premium. Emailed the customer service and they were of no help. Give yourselves a favor and don't get a premium account with bumble.,1,1,5.361.0,2024-03-18 21:55:10,We'd be more than happy to take a second look into your original inquiry for you. Can you please reach out to our team at bumble.com/contact with a follow-up message so our team can look into this right away? We're here to help!,2024-03-19 03:12:35,5.361.0,2024,3,Monday,21
378,X Xx (TCPR),bit expensive,4,0,5.361.0,2024-03-18 20:55:57,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-19 03:13:04,5.361.0,2024,3,Monday,20
379,Kumar Shubhashish,I purchase subscription it is not good it is not working,1,1,,2024-03-18 19:54:24,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-19 03:13:06,,2024,3,Monday,19
380,Ben Bevin,"Whats the point. I match with someone, they have to message first, I'm not able to .essayed first because of the way this app works, they don't message first and therefore lose interest. what was the point in matching. what is the point in this rubbish.",1,1,5.362.0,2024-03-18 19:46:32,"Sorry to hear you're having trouble connecting with your matches. Try sending a personalized, creative message or ask a question about something on their profile—that's sure to get the conversation started! Also, try filling out your profile with information about your hobbies. It might make it easier for your match to start the conversation. 💛",2024-03-19 03:14:04,5.362.0,2024,3,Monday,19
381,Goutam Chowdhury,Hate this aap,1,2,,2024-03-18 19:07:37,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-19 03:15:37,,2024,3,Monday,19
382,James Foxley,Would give it zero stars if i could. Girls never message after a match and im assuming a fair few of the accounts are bots setup by bumble. Standard bot response. Your lucky if 1 in a 100 send a first message. Don't pay for anything on here. Scam,1,3,,2024-03-18 18:49:29,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-19 03:44:35,,2024,3,Monday,18
383,Ribu,Nice,5,0,5.361.0,2024-03-18 18:48:00,We appreciate your kind words. 🙌,2024-03-19 03:45:35,5.361.0,2024,3,Monday,18
384,David Mac,Fantastic I,4,0,5.361.0,2024-03-18 18:29:36,Thanks for your kind words. Your feedback is so valuable to our team—we love knowing that you’re enjoying your experience. 💛,2024-03-19 03:48:08,5.361.0,2024,3,Monday,18
385,Wes Carmichael,Big where I can't open any of my matches profiles. What am I supposed to do if I can't read their profiles?!,1,2,5.361.0,2024-03-18 17:53:34,"This definitely doesn't sound right, and we're sorry to read about it. Please message our Support Team on Twitter or Facebook (@BumbleSupport), so our team can take a look.",2024-03-19 03:52:35,5.361.0,2024,3,Monday,17
386,Alexia R,Excellent 🤌,5,0,5.361.0,2024-03-18 17:46:13,We're so happy to hear that! We love that you enjoy buzzin' in the Hive. 🐝,2024-03-19 03:53:36,5.361.0,2024,3,Monday,17
387,Suzanne Toussaint,Still waiting to find out since yedtrrday am why theybare saying I have the premiun which I upgrade for a week to try and still waiting today,1,2,5.361.0,2024-03-18 17:19:08,"Thanks for letting us know! We're reporting this to our team to fix. To help us out, please message us at @BumbleSupport on social media with a few more details—screenshots will help too. Or, you can contact us via bumble.com/contact",2024-03-19 03:54:04,5.361.0,2024,3,Monday,17
388,Radek Klak,Don't waste your time nor energy,1,2,5.361.0,2024-03-18 17:09:11,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-19 03:54:35,5.361.0,2024,3,Monday,17
389,Ethan Barbour,Awful app,1,2,5.362.0,2024-03-18 17:04:39,We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help.,2024-03-19 03:54:37,5.362.0,2024,3,Monday,17
390,kevin liu,just start using hopefully for the best,4,0,5.362.0,2024-03-18 16:49:52,We're buzzin'! Thank you for being part of our Community. 🐝,2024-03-19 03:55:04,5.362.0,2024,3,Monday,16
391,Ray Bullard,great dating site,5,0,5.355.0,2024-03-18 16:03:45,Thanks for your kind words. Your feedback is so valuable to our team—we love knowing that you’re enjoying your experience. 💛,2024-03-19 03:55:34,5.355.0,2024,3,Monday,16
392,Greg King,Useless unless constantly paying in,1,2,5.361.0,2024-03-18 15:21:41,"All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact",2024-03-19 03:55:36,5.361.0,2024,3,Monday,15
393,Uday Chandran,Looks great for me..,5,0,5.361.0,2024-03-18 14:58:09,Thanks. 💛 It's so great to know that you're enjoying our app.,2024-03-19 03:57:05,5.361.0,2024,3,Monday,14
394,Sony George,They will play mind games and will make you pay for premium. Worst app waste of time and money. I paid for premium subscription I can see i have 7 matches nearby. But even after doing 100km range filter still no match. And same profile you will find again and again after sometime. Fake App Fake Developer 🖕🏽,1,4,5.362.0,2024-03-18 14:55:49,"We want to take a look at this. Please message us at @BumbleSupport on Twitter or Facebook. Or, you can contact us via bumble.com/contact.",2024-03-19 07:34:35,5.362.0,2024,3,Monday,14
395,Sharleen Huang,"VERY BAD APP!! i used to had 2 account.. 1 permanently deleted a week after i subscribed for monthly Premium! and i made a new one literally yesterday, i even haven't gotten a single match yet, but they blocked me with a reasons that i violated their rules and i got many reports about my behavior on their platform!! please fix ur app! 👎🏻👎🏻👎🏻",1,2,5.361.0,2024-03-18 14:47:44,"We investigate all reports thoroughly and make decisions based on our Community Guidelines. We don't block anyone from our platform without a valid reason. If you want our team to review your case, please message @BumbleSupport on Twitter or Facebook.",2024-03-19 03:41:05,5.361.0,2024,3,Monday,14
396,Pratham Patade,ye kya bawasir banaye hoo,1,1,,2024-03-18 14:28:18,,,,2024,3,Monday,14
397,Anke Grobler,You have to pay to see who added you.,1,0,5.361.0,2024-03-18 14:15:04,You don't need to spend any money to match with admirers or notifications in your Beeline. These are people who have already swiped right on your profile and are waiting for you to swipe right on them. You can find them in your swipe deck for free.,2024-03-19 03:40:04,5.361.0,2024,3,Monday,14
