,original_title,genres,original_language,production_countries,production_companies,release_date,year,month,Day,budget,revenue,runtime,status,vote_average,vote_count,popularity
4344,Gojira ni-sen mireniamu(1999),"Adventure,Horror,Action,Science Fiction",ja,Japan,Toho Film (Eiga) Co. Ltd.,1999-12-11,1999,12,Saturday,1000000,10037390,107.0,Released,5.9,43,3.322721
4345,Blue Valentine(2010),"Drama,Romance",en,United States of America,"Hunting Lane Films,Silverwood Films,Incentive Filmed Entertainment,Chrysler Corporation,Shade Pictures,Motel Movies,Cottage Industries",2010-12-27,2010,12,Monday,3500000,16566240,112.0,Released,6.9,890,26.881611
4346,Transamerica(2005),Drama,en,United States of America,"IFC Films,The Weinstein Company",2005-12-23,2005,12,Friday,1000000,13350369,103.0,Released,6.9,144,9.773398
4347,The Devil Inside(2012),"Thriller,Horror",en,United States of America,"Room 101,Prototype",2012-01-06,2012,1,Friday,1000000,101758490,83.0,Released,4.6,262,13.152822
4348,Beyond the Valley of the Dolls(1970),"Comedy,Drama,Thriller",en,United States of America,Twentieth Century Fox Film Corporation,1970-07-17,1970,7,Friday,2090000,40000000,109.0,Released,6.6,53,4.289003
4349,Love Me Tender(1956),"Drama,Action,Western,Music,Romance",en,United States of America,Twentieth Century Fox Film Corporation,1956-11-15,1956,11,Thursday,1000000,9000000,89.0,Released,5.5,21,1.444258
4350,An Inconvenient Truth(2006),Documentary,en,United States of America,"Lawrence Bender Productions,Paramount Classics,Participant Media",2006-01-24,2006,1,Tuesday,1000000,46243000,100.0,Released,6.7,251,14.139004
4351,Sands of Iwo Jima(1949),"Action,Drama,History,War",en,United States of America,Republic Pictures (I),1949-12-14,1949,12,Wednesday,1000000,7800000,100.0,Released,6.2,33,3.851
4352,Shine a Light(2008),"Documentary,Music",en,"United Kingdom,United States of America","Concert Promotion International,Shangri-La Entertainment",2008-02-07,2008,2,Thursday,0,0,122.0,Released,7.2,44,2.162522
4353,The Green Inferno(2014),"Action,Adventure,Horror,Thriller",en,"Canada,Chile,United States of America","Worldview Entertainment,Dragonfly Entertainment,Sobras International Pictures,Top Hat Releasing,BH Tilt",2014-09-04,2014,9,Thursday,5000000,6833445,100.0,Released,5.0,349,17.845161
4354,Departure(2016),"Drama,Romance,Family",en,"France,United Kingdom","British Film Institute (BFI),Amaro Films,Connectic Studio,Motion Group Pictures",2016-05-20,2016,5,Friday,0,0,109.0,Released,7.5,12,0.42583
4355,The Sessions(2012),"Drama,Romance,Comedy",en,United States of America,"Rhino Films,Such Much Films",2012-05-02,2012,5,Wednesday,1000000,9138338,98.0,Released,6.6,179,9.115486
4356,"Food, Inc.(2008)",Documentary,en,United States of America,Magnolia Pictures,2008-09-07,2008,9,Sunday,0,0,94.0,Released,7.4,217,15.017162
4357,October Baby(2011),Drama,en,United States of America,,2011-10-30,2011,10,Sunday,0,5355847,107.0,Released,6.8,35,1.86221
4358,Next Stop Wonderland(1998),"Comedy,Drama,Romance",en,United States of America,,1998-08-21,1998,8,Friday,0,0,96.0,Released,6.0,20,1.334481
4359,The Skeleton Twins(2014),Drama,en,United States of America,"Duplass Brothers Productions,Venture Forth",2014-01-18,2014,1,Saturday,0,5284309,90.0,Released,6.7,292,15.699363
4360,Martha Marcy May Marlene(2011),"Drama,Thriller",en,United States of America,"Cunningham & Maybach Films,FilmHaven Entertainment,BorderLine Films,This Is That Productions",2011-10-21,2011,10,Friday,0,3538446,101.0,Released,6.7,277,17.806082
4361,Obvious Child(2014),"Comedy,Romance",en,United States of America,"Sundial Pictures,Votiv Films,Rooks Nest Entertainment,A24",2014-06-06,2014,6,Friday,0,3123963,83.0,Released,6.7,187,10.12895
4362,Frozen River(2008),Drama,en,United States of America,"Cohen Media Group,Harwood Hunt Productions",2008-08-01,2008,8,Friday,0,0,97.0,Released,6.7,99,4.805651
4363,20 Feet from Stardom(2013),"Documentary,Music",en,United States of America,Tremolo Productions,2013-06-14,2013,6,Friday,1000000,0,89.0,Released,7.4,85,5.247956
4364,Two Girls and a Guy(1997),"Drama,Romance",en,United States of America,Fox Searchlight Pictures,1997-09-07,1997,9,Sunday,1000000,2057193,84.0,Released,5.4,24,4.86805
4365,Walking and Talking(1996),"Comedy,Drama,Romance",en,"Germany,United Kingdom,United States of America","Channel Four Films,Pandora Filmproduktion,Zenith Entertainment,Good Machine,Mikado Film,Electric,TEAM Communications Group",1996-07-17,1996,7,Wednesday,0,0,86.0,Released,6.6,7,0.367312
4366,Who Killed the Electric Car?(2006),Documentary,en,United States of America,"Electric Entertainment,Plinyminor,Papercut Films",2006-08-04,2006,8,Friday,1000000,1678874,92.0,Released,7.2,59,5.323184
4367,The Broken Hearts Club: A Romantic Comedy(2000),"Comedy,Drama,Romance",en,United States of America,,2000-02-01,2000,2,Tuesday,1000000,1744858,94.0,Released,6.3,25,3.424158
4368,Bubba Ho-tep(2002),"Comedy,Horror,Thriller,Mystery,Fantasy",en,United States of America,"MGM,Silver Sphere Corporation",2002-06-09,2002,6,Sunday,1000000,0,92.0,Released,6.7,191,9.954848
4369,Slam(1998),Drama,en,,,1998-10-07,1998,10,Wednesday,1,0,100.0,Released,6.7,7,0.29245
4370,Brigham City(2001),"Crime,Drama,Mystery,Thriller",en,United States of America,Main Street Movie Company,2001-03-30,2001,3,Friday,1000000,852206,119.0,Released,7.3,4,0.280083
4371,Fiza(2000),"Drama,Foreign,Romance",hi,India,,2000-09-08,2000,9,Friday,1000000,623791,170.0,Released,6.1,7,0.043023
4372,Orgazmo(1997),Comedy,en,"Japan,United States of America","Kuzui Enterprises,Avenging Conscience,Focus Features",1997-09-06,1997,9,Saturday,1000000,0,94.0,Released,6.2,115,5.06516
4373,All the Real Girls(2003),"Drama,Romance",en,United States of America,Sony Pictures Classics,2003-08-01,2003,8,Friday,0,0,108.0,Released,5.9,30,3.65924
4374,Dream with the Fishes(1997),Comedy,en,United States of America,,1997-01-01,1997,1,Wednesday,0,0,97.0,Released,7.7,10,0.948316
4375,Blue Car(2002),Drama,en,,,2002-01-11,2002,1,Friday,1000000,464000,92.0,Released,6.7,13,0.672695
4376,Palo Alto(2014),Drama,en,United States of America,Tribeca Film,2014-05-09,2014,5,Friday,0,0,100.0,Released,6.4,348,16.570708
4377,Ajami(2009),"Crime,Drama",he,"Israel,Germany","ARTE,Inosan,Das Kleine Fernsehspiel (ZDF),Twenty Twenty Vision Filmproduktion GmbH",2009-09-17,2009,9,Thursday,0,0,120.0,Released,6.8,27,0.51799
4378,Wristcutters: A Love Story(2006),"Comedy,Drama,Fantasy,Romance",en,"United Kingdom,United States of America",No Matter Pictures,2006-01-24,2006,1,Tuesday,0,0,88.0,Released,6.7,160,8.542921
4379,I Origins(2014),"Science Fiction,Drama",en,United States of America,"Verisimilitude,Bersin Pictures,WeWork Studios",2014-07-18,2014,7,Friday,0,336472,106.0,Released,7.5,1063,37.555398
4380,The Battle of Shaker Heights(2003),"Comedy,Drama,Romance",en,United States of America,"Miramax Films,LivePlanet",2003-08-22,2003,8,Friday,1000000,0,79.0,Released,5.6,17,5.20209
4381,Jagal(2012),Documentary,id,"Denmark,Norway,United Kingdom","Spring Films,Final Cut for Real,Piraya Film A/S,Novaya Zemlya",2012-08-31,2012,8,Friday,1000000,444575,115.0,Released,7.5,210,8.887411
4382,Taxi to the Dark Side(2007),Documentary,en,United Kingdom,Jigsaw Productions,2007-04-30,2007,4,Monday,1000000,274661,106.0,Released,6.6,53,0.748565
4383,Once in a Lifetime: The Extraordinary Story of the New York Cosmos(2006),Documentary,en,,,2006-01-01,2006,1,Sunday,1000000,0,97.0,Released,4.7,3,0.436148
4384,Guiana 1838(2004),Drama,en,"Guyana,United States of America",,2004-09-24,2004,9,Friday,0,0,120.0,Released,2.8,3,0.030253
4385,Lisa Picard Is Famous(2000),Horror,en,,,2000-05-14,2000,5,Sunday,0,0,90.0,Released,4.0,1,0.690089
4386,Antarctica: A Year on Ice(2013),"Drama,Adventure,Documentary",en,New Zealand,Antzworks,2013-09-05,2013,9,Thursday,1000000,0,92.0,Released,7.2,29,1.883947
4387,A LEGO Brickumentary(2015),Documentary,en,"United States of America,Denmark","Global Emerging Markets (GEM),HeLo",2015-07-31,2015,7,Friday,650000,0,93.0,Released,6.4,55,1.631274
4388,Hardflip(2012),"Drama,Action",en,,,2012-06-01,2012,6,Friday,1000000,0,114.0,Released,4.7,5,0.341461
4389,Chocolate: Deep Dark Secrets(2005),Thriller,en,India,,2005-09-16,2005,9,Friday,0,0,200.0,Released,3.4,6,0.887821
4390,The House of the Devil(2009),"Mystery,Horror",en,United States of America,"Glass Eye Pix,MPI Media Group",2009-04-25,2009,4,Saturday,0,0,95.0,Released,6.0,197,8.628485
4391,The Perfect Host(2010),"Comedy,Thriller,Crime",en,United States of America,Splendid Film,2010-07-01,2010,7,Thursday,0,14870,93.0,Released,6.2,135,6.507094
4392,Safe Men(1998),"Comedy,Crime",en,United States of America,"October Films,Andell Entertainment,Blue Guitar Films",1998-08-17,1998,8,Monday,0,0,88.0,Released,6.3,16,1.190729
4393,Speedway Junky(1999),"Romance,Drama,Crime",en,United States of America,"Golan-Globus Productions,Powers That Be Pictures,Magic Entertainment, Inc.,Miracle Entertainment",1999-02-11,1999,2,Thursday,1000000,0,104.0,Released,5.2,7,0.340019
4394,The Last Big Thing(1998),"Comedy,Drama",en,United States of America,Byronic Pose Productions,1998-09-23,1998,9,Wednesday,0,0,98.0,Released,6.0,3,0.678475
4395,The Specials(2000),"Action,Comedy",en,United States of America,"Brillstein-Grey Entertainment,Mindfire Entertainment",2000-09-22,2000,9,Friday,0,0,82.0,Released,5.5,11,9.055447
4396,16 to Life(2009),"Comedy,Romance",en,,Duck Farm Films,2009-09-19,2009,9,Saturday,0,0,118.0,Released,4.4,5,0.108468
4397,Alone With Her(2006),"Crime,Drama,Romance,Thriller",en,United States of America,"The Weinstein Company,Pin Hole Productions LLC",2006-04-28,2006,4,Friday,1000000,10018,78.0,Released,6.2,20,2.175696
4398,Creative Control(2016),"Drama,Science Fiction",en,United States of America,"Ghost Robot,Greencard Pictures,Mathematic",2016-03-11,2016,3,Friday,1000000,0,97.0,Released,5.4,25,1.50211
4399,Special(2006),"Drama,Fantasy,Science Fiction",en,United States of America,Rival Pictures,2006-01-30,2006,1,Monday,1000000,7202,81.0,Released,6.6,32,1.260314
4400,Sparkler(1999),"Comedy,Drama",en,,,1999-03-19,1999,3,Friday,0,0,96.0,Released,0.0,1,0.547654
4401,The Helix... Loaded(2005),"Action,Comedy,Science Fiction",en,United States of America,,2005-01-01,2005,1,Saturday,0,0,97.0,Rumored,4.8,2,0.0206
4402,In Her Line of Fire(2006),"Drama,Action,Thriller",en,United States of America,,2006-04-21,2006,4,Friday,0,0,88.0,Released,3.3,9,0.429587
4403,The Jimmy Show(2002),"Comedy,Drama",en,United States of America,Next Wednesday Productions,2002-01-16,2002,1,Wednesday,0,0,96.0,Released,8.0,1,0.098351
4404,Heli(2013),"Crime,Drama",es,Mexico,"Mantarraya Producciones,No Dream Cinema,Lemming Film,Le Pacte,Fondo para la Producción Cinematográfica de Calidad (FOPROCINE),ZDF/Arte,unafilm,Centre National du Cinéma et de L'image Animée (CNC),Tres Tunas,Consejo Nacional para la Cultura y las Artes (CONACULTA),Ticoman,Iké Asistencia,Fonds Sud Cinéma,Ministère des Affaires Etrangères et Européennes,Film- und Medienstiftung NRW,Netherland Filmfund,Sundance / NHK International Filmmakers Award",2013-08-09,2013,8,Friday,1000000,0,105.0,Released,6.2,32,3.629777
4405,Karachi se Lahore(2015),"Family,Comedy",en,Pakistan,,2015-07-31,2015,7,Friday,0,0,0.0,Released,8.0,1,0.060003
4406,Loving Annabelle(2006),"Drama,Romance",en,United States of America,"Big Easy Pictures,Divine Light Pictures",2006-03-08,2006,3,Wednesday,900000,0,76.0,Released,6.4,55,7.145832
4407,Hits(2014),"Drama,Comedy",en,United States of America,"Honora Productions,Brooks Media",2014-01-21,2014,1,Tuesday,1000000,0,96.0,Released,4.9,23,3.638411
4408,Jimmy and Judy(2006),"Action,Crime,Drama,Thriller",en,United States of America,,2006-01-01,2006,1,Sunday,0,0,99.0,Released,5.4,8,1.255771
4409,Frat Party(2009),"Comedy,Romance",en,United States of America,SuperMassive Films,2009-01-01,2009,1,Thursday,0,0,84.0,Released,3.5,4,0.783842
4410,The Party's Over(1965),Drama,en,United Kingdom,Tricastle,1965-04-22,1965,4,Thursday,0,0,94.0,Released,6.1,6,0.118324
4411,Proud(2004),Drama,en,,,2004-07-02,2004,7,Friday,0,0,87.0,Released,5.5,3,0.023681
4412,The Poker House(2008),Drama,en,United States of America,The Poker House,2008-06-20,2008,6,Friday,0,0,93.0,Released,6.1,47,2.948576
4413,Childless(2015),Drama,en,United States of America,,2015-04-03,2015,4,Friday,0,0,90.0,Released,4.5,2,0.243853
4414,ZMD: Zombies of Mass Destruction(2009),Horror,en,United States of America,Splendid Film,2009-01-01,2009,1,Thursday,0,0,92.0,Released,4.7,31,1.563711
4415,Snow White: A Deadly Summer(2012),"Horror,Thriller",en,,,2012-03-16,2012,3,Friday,1000000,0,85.0,Released,4.8,11,0.653495
4416,A escondidas(2014),"Romance,Drama",es,Spain,"Baleuko S.L.,Departamento de Cultura del Gobierno Vasco,Bitart New Media",2014-10-03,2014,10,Friday,0,0,96.0,Released,7.6,26,1.233688
4417,My Last Day Without You(2011),"Comedy,Drama,Romance",de,United States of America,,2011-06-11,2011,6,Saturday,1000000,0,90.0,Released,5.7,3,0.153625
4418,Steppin: The Movie(2009),"Comedy,Romance",en,United States of America,Triumphant Pictures,2009-05-19,2009,5,Tuesday,0,0,85.0,Released,5.0,4,0.328498
4419,Doc Holliday's Revenge(2014),Western,en,United States of America,Rapid Heart Pictures,2014-06-01,2014,6,Sunday,1000000,0,84.0,Released,3.2,3,0.4594
4420,Black Rock(2012),"Thriller,Horror",en,United States of America,"Submarine Entertainment Distributors,LD Entertainment",2012-01-21,2012,1,Saturday,0,0,83.0,Released,4.9,78,7.207051
4421,Truth or Dare(2012),"Horror,Thriller,Mystery",en,United Kingdom,Corona Pictures,2012-08-05,2012,8,Sunday,0,0,95.0,Released,5.7,117,6.679954
4422,The Pet(2006),"Drama,Thriller",en,,,2006-05-17,2006,5,Wednesday,0,0,94.0,Released,5.3,3,1.284741
4423,Bang Bang Baby(2014),"Science Fiction,Drama,Music",en,Canada,"JoBro Productions & Film Finance,Scythia Films",2014-09-08,2014,9,Monday,1000000,0,90.0,Released,6.6,8,0.973323
4424,Fear Clinic(2014),Horror,en,United States of America,"Dry County Films,Anchor Bay Entertainment,Movie Machine",2014-10-31,2014,10,Friday,1,0,95.0,Released,4.0,42,1.859965
4425,Zombie Hunter(2013),"Comedy,Action,Science Fiction,Thriller",en,United States of America,"Arrowstorm Entertainment,The Klimax",2013-07-25,2013,7,Thursday,0,0,93.0,Released,3.5,34,3.418372
4426,A Fine Step(2014),Drama,en,,,2014-04-16,2014,4,Wednesday,0,0,90.0,Released,4.1,7,0.65434
4427,Charly(1968),"Drama,Romance,Science Fiction",en,United States of America,"ABC Pictures,Cinerama Releasing Corporation",1968-09-23,1968,9,Monday,950000,814666,103.0,Released,6.6,28,0.178689
4428,Banshee Chapter(2013),"Horror,Thriller",en,"United States of America,Germany","Before the Door Pictures,Sunchaser Entertainment,Favorit Film",2013-08-26,2013,8,Monday,950000,0,87.0,Released,5.7,92,7.310879
4429,Ask Me Anything(2014),"Drama,Mystery,Thriller",en,United States of America,"Decipher Entertainment,Presque Isle Films,LA Publicity,Tait Productions",2014-04-19,2014,4,Saturday,950000,0,100.0,Released,5.5,155,8.976128
4430,And Then Came Love(2007),"Comedy,Romance",en,,,2007-01-01,2007,1,Monday,0,0,90.0,Released,5.0,1,0.280829
4431,Food Chains(2014),Documentary,de,,,2014-04-26,2014,4,Saturday,913000,0,83.0,Released,7.4,8,0.795698
4432,On the Waterfront(1954),"Crime,Drama",en,United States of America,"Columbia Pictures,Horizon Pictures",1954-06-22,1954,6,Tuesday,910000,9600000,108.0,Released,8.0,357,16.015599
4433,L!fe Happens(2011),Comedy,en,"Canada,United States of America","Stardust Pictures,Dot Dot Dot Productions",2011-06-18,2011,6,Saturday,930000,30905,100.0,Released,5.3,66,5.974156
4434,"4 luni, 3 săptămîni și 2 zile(2007)",Drama,ro,"Belgium,Romania","Saga Film,Mobra Films,Mindshare Media,Centrul National al Cinematografiei (CNC),McCann-Erickson,Televiziunea Romana (TVR1),Hubert Bals Fund of the Rotterdam Festival, The",2007-08-24,2007,8,Friday,852510,1185783,113.0,Released,7.3,156,9.270133
4435,The Horror Network Vol. 1(2015),Horror,en,,,2015-10-27,2015,10,Tuesday,0,0,0.0,Released,5.0,2,0.392658
4436,Hard Candy(2005),"Drama,Thriller",en,United States of America,Vulcan Productions Inc.,2005-01-14,2005,1,Friday,950000,7022209,103.0,Released,6.8,701,25.918007
4437,The Quiet(2005),"Drama,Thriller",en,United States of America,Destination Films,2005-09-12,2005,9,Monday,900000,381420,96.0,Released,6.1,73,4.0971
4438,Circumstance(2011),Drama,fa,"France,Iran,United States of America","A Space Between,Marakesh Films,Bago Pictures",2011-08-26,2011,8,Friday,0,0,107.0,Released,7.4,23,2.34239
4439,Fruitvale Station(2013),Drama,en,United States of America,"Forest Whitaker's Significant Productions,OG Project",2013-07-25,2013,7,Thursday,0,17385830,85.0,Released,7.3,390,20.967146
4440,The Brass Teapot(2012),"Comedy,Fantasy,Thriller",en,United States of America,Laundry Films,2012-09-08,2012,9,Saturday,0,0,100.0,Released,5.8,160,10.639774
4441,Bambi(1942),"Animation,Drama,Family",en,United States of America,Walt Disney Productions,1942-08-14,1942,8,Friday,858000,267447150,70.0,Released,6.8,1405,47.651878
4442,The Hammer(2007),Comedy,en,United States of America,"Bentley Filmgroup,Eden Wurmfeld Films,Hammer The Movie",2007-04-01,2007,4,Sunday,0,0,88.0,Released,6.5,15,0.957022
4443,Latter Days(2003),"Drama,Comedy,Romance",en,United States of America,TLA Releasing,2003-07-10,2003,7,Thursday,850000,819939,107.0,Released,6.7,56,5.424916
4444,Le bonheur d'Elza(2011),Drama,fr,"Guadaloupe,France","France Télévision,Aztec Musique,Canal Plus Overseas",2011-04-11,2011,4,Monday,0,0,78.0,Released,0.0,0,0.007254
4445,1982(2013),Drama,en,United States of America,,2013-12-31,2013,12,Tuesday,1000000,0,90.0,Released,5.0,1,0.175885
4446,"For a Good Time, Call...(2012)",Comedy,en,United States of America,AdScott Pictures,2012-08-31,2012,8,Friday,850000,1243961,85.0,Released,5.8,110,14.238376
4447,Celeste & Jesse Forever(2012),"Comedy,Drama,Romance",en,United States of America,Team Todd,2012-08-03,2012,8,Friday,0,3094813,91.0,Released,6.4,163,9.436431
4448,Time Changer(2002),"Comedy,Drama,Family,Science Fiction",en,United States of America,Christiano Film Group,2002-10-25,2002,10,Friday,0,0,95.0,Released,5.2,9,0.339757
4449,London to Brighton(2006),"Crime,Drama,Thriller",en,United Kingdom,"Steel Mill Pictures,LTB Films Limited,Wellington Films",2006-12-01,2006,12,Friday,0,0,85.0,Released,6.5,34,3.060685
4450,American Hero(2015),"Action,Comedy,Science Fiction",en,United States of America,"Screen Media Films,Vertigo Films,Protagonist Pictures",2015-12-11,2015,12,Friday,0,0,86.0,Released,5.0,62,5.023091
4451,Windsor Drive(2015),"Thriller,Mystery",en,United States of America,Absinthe Productions,2015-06-26,2015,6,Friday,0,0,90.0,Released,2.0,1,0.504251
4452,جدایی نادر از سیمین(2011),Drama,fa,"Iran,France","Asghar Farhadi Productions,Dreamlab Films,MPA APSA Academy Film Fund",2011-03-15,2011,3,Tuesday,800000,0,123.0,Released,7.7,469,12.049373
4453,Crying with Laughter(2009),"Comedy,Drama,Thriller",en,United Kingdom,"Scottish Screen,EM Media,BBC Scotland,Synchronicity Films,Wellington Films",2009-06-01,2009,6,Monday,0,0,93.0,Rumored,7.0,1,0.108135
